first,second,third,likelihood_ratio
millions,chômeurs,millions,378.45646378934293
millions,demi,français,90.80885866325039
avons,millions,chômeurs,346.42188246842517
avons,plus,moyens,151.94515803371294
monopole,marchés,financiers,1017.8170832809593
populaires,classes,moyennes,752.0314931697291
liberté,peuple,français,711.9704971230182
économique,patriotisme,social,223.90618089329854
plus,niveau,etat,153.61028831339635
plus,grosses,capitalisations,139.30015417606722
plus,grand,nombre,99.78838950159107
plus,rien,offrir,96.00304548078194
plus,plus,importants,93.27014476328831
pendant,campagne,présidentielle,380.1753310064996
pendant,trois,mois,129.20303989406
avez,monde,meilleur,89.60725875410462
défense,intérêts,électoraux,156.34591253626246
vents,mondialisation,sauvage,169.12455495960666
vais,mettre,place,418.17440293679596
vais,dire,parce,175.40436879434026
constitution,européenne,2005,165.24297632377954
contribution,sociale,importation,336.21005455537767
veut,dire,veut,533.4080953403898
veut,rien,dire,158.13010385216575
grosses,capitalisations,boursières,208.35941995458728
ouverture,totale,frontières,289.16179844818566
certain,nombre,années,1584.5174077429028
certain,nombre,gens,1578.9419611942715
certain,nombre,temps,1578.542997900302
certain,nombre,pays,1574.1540930211854
veux,mettre,place,397.1172392131017
politique,dissuasive,immigration,210.27839812046142
politique,agricole,française,130.45991213576932
projet,contre,projet,129.23262651549976
décider,entre,maintient,115.29487818403922
toutes,aides,sociales,308.6005070949631
toutes,forces,france,141.00445184401656
contre,front,national,1259.3541147580277
contre,concurrence,déloyale,604.6073719523129
contre,mariage,homosexuel,261.12503477146754
cinq,millions,chômeurs,356.8884025080928
obtenir,nationalité,française,358.6720317528655
classes,moyennes,descendent,773.830903248728
classes,moyennes,populaires,752.0314931697291
front,national,aurait,1266.1576700583737
front,national,parti,1264.8720610690843
candidat,rassemblement,bleu,183.81502711350737
nation,etat,nation,112.28334954795798
delà,certain,montant,128.4464113526766
patriotisme,économique,patriotisme,423.79525413717045
jusqu,dernier,moment,170.1276025676688
faire,objet,publication,156.64142995395815
vous,président,république,892.3871531869586
vous,voyez,bien,248.87552093468418
monsieur,aphatie,monsieur,588.6907636853236
monsieur,aphatie,mais,512.4702368895717
monsieur,hollande,monsieur,389.92830403627323
monsieur,dupont,aignan,216.57764090901773
hollande,nicolas,sarkozy,3280.0462862454438
hollande,monsieur,sarkozy,90.83486695137717
faut,bien,dire,392.19021667593097
faut,dire,vérité,90.30867924784843
pouvoir,achat,français,894.8024728956534
rassemblement,bleu,marine,355.6549322546136
bernard,henri,lévy,178.80651968542162
place,protectionnisme,intelligent,271.9043568132142
place,politique,dissuasive,164.50862528366605
