measure,first,second,third
21.468495087552945,part,salariale,cotisations
10.697198435869335,faut,dire,vérité
10.077700108400897,faut,bien,dire
16.047741015795808,petites,moyennes,entreprises
18.36688052351475,coût,sortie,euro
17.18720897716293,accès,logement,emploi
17.073552195367355,accès,logement,social
21.150777707193186,groupes,politico,religieux
21.171750182182763,utilisée,grand,patronat
20.211880351915326,seul,souverain,légitime
19.08408286285953,populaires,classes,moyennes
17.22701329302027,après,affaire,merah
14.611023896678486,après,élection,présidentielle
17.796842852636487,souverain,légitime,peuple
22.460632969779972,hommage,mohammed,merah
16.482357740934685,millions,chômeurs,millions
14.047556986834415,millions,demi,français
19.02999861545011,peser,baisser,salaires
18.7362674123934,peser,baisse,salaires
13.533644126885488,république,vive,france
20.39461065280314,rassemblement,bleu,marine
14.827005912322132,front,national,aurait
14.618897716991935,front,national,parti
16.828849612305824,mettre,droits,douane
14.347910176127897,mettre,france,abri
13.936247403629707,mettre,place,priorité
11.672227886770347,mettre,place,politique
24.53298381400466,dépôt,banques,spéculatives
12.262299148698549,gouvernement,nicolas,sarkozy
22.295944616703803,compatriotes,métropole,outre
19.67301426578363,compatriotes,zones,rurales
19.20324512708732,candidat,rassemblement,bleu
16.81051778953356,jusqu,dernier,moment
21.306475284195976,classes,moyennes,descendent
19.08408286285953,classes,moyennes,populaires
16.01079463930402,pendant,campagne,présidentielle
15.982698764916247,pendant,trois,mois
25.492341829507303,nathalie,kosciusko,morizet
20.591877503058228,proposé,république,référendaire
17.353180315668176,patriotisme,économique,patriotisme
19.343949989614636,monopole,marchés,financiers
20.964048352725204,mauvaise,dépense,publique
19.404878988256964,ouverture,totale,frontières
23.364586282308938,grandes,compagnies,pétrolières
17.920799844548476,france,prêter,trésor
11.998661475241015,france,chers,compatriotes
11.746373450871218,france,rurale,france
11.1850745994719,france,chers,amis
9.023332502826584,france,nicolas,sarkozy
16.252875894811922,doivent,faire,objet
16.887864102037316,candidature,élection,présidentielle
15.388631475342034,tour,élection,présidentielle
14.492373138333157,certain,nombre,années
13.809230243673102,certain,nombre,gens
13.759477208476003,certain,nombre,temps
12.537783598023108,certain,nombre,pays
17.37840677689578,attendent,logement,social
16.784522581000616,racisme,anti,français
20.022262966670503,delà,certain,montant
13.281366151780915,sentent,beaucoup,plus
14.184913304315057,président,république,avez
18.40354377757315,bleu,marine,candidat
13.714681255681736,argent,public,faut
17.82700591232213,référendum,constitution,européenne
16.581940170980907,système,protection,sociale
16.80012261817118,droit,vote,étrangers
17.99989515364205,sécurité,première,libertés
12.687923947450972,ailleurs,certain,nombre
19.310591392668208,étranger,chers,internautes
9.471639625716264,peuple,français,droit
17.602246476441767,priorité,accès,logement
16.900327829374763,priorité,accès,emploi
13.854066827324814,sarkozy,françois,hollande
9.349021510681983,sarkozy,veux,dire
8.153212552745298,sarkozy,faut,bien
17.435052026156335,cinq,millions,chômeurs
20.667913394090768,faire,objet,publication
17.90587730362092,vive,république,vive
13.410787379099958,vive,france,chers
12.62820212428202,quoi,veut,dire
14.247073042303509,grande,partie,entre
19.98984148897813,centaines,milliers,clandestins
19.23265086674789,plus,grosses,capitalisations
12.463363985523802,plus,rien,offrir
11.741513570502796,plus,niveau,etat
10.606637689742648,plus,plus,importants
10.559930886760277,plus,grand,nombre
14.179836988506576,nicolas,sarkozy,ministre
12.957444567170121,nicolas,sarkozy,françois
12.677336647977391,nicolas,sarkozy,vision
11.731376487690277,nicolas,sarkozy,avait
11.419024652386,nicolas,sarkozy,jamais
11.321855993378996,nicolas,sarkozy,était
10.834062151664838,nicolas,sarkozy,pouvoir
9.961744704603753,nicolas,sarkozy,faut
17.531267341415635,chômeurs,millions,pauvres
19.198333820077387,viande,abattue,france
12.861814304587408,marchés,financiers,bien
19.202835212312326,étais,contre,intervention
